0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
511.24061219471423,-80.18155546736679,834.6536620858242,105.67908524777384,419.9458355713209,-298.15754459826695,420.75951973844826,251.56012770235645,84.55727448425242,26.414439712125407,-73.0319228078607,123.89272267776538,-313.79298465344664,19.11818853537052,189.9219025512526,64.26086153678499,-81.62817898443132,-197.8067866577446,150.50091399140354,64.74169541828431
-1217.799985841964,-401.9847966349768,-567.8907676379855,407.0087546257834,105.00946115302376,135.72488778438176,360.0357419826544,-134.72825463195824,-121.36129609853376,93.84330695476832,60.69609874142387,-91.45985457066898,-21.199297400619454,23.685018695993318,-217.1927689922576,16.710622359052007,-40.79627747547114,24.946741317158864,-155.46508014273277,160.08682880128532
-960.9970383907045,-848.7559576280651,-741.465336311844,388.73766972896266,-96.00270347895298,-176.30430798381997,357.7073647163042,-11.894276773057763,94.00288990585528,-269.0495116829008,-136.23740767409532,112.14345166395593,20.746322740867583,-131.51612337198435,-312.470171260934,-139.82174452392005,50.93947722958592,92.5692387475384,-68.76559747691977,14.147306084189143
1585.9800669209783,297.07889818460745,-533.5604119282624,-416.1773046896753,105.13880257747054,-3.909690172749075,41.56803470794071,259.4397937254307,-56.37778629062479,108.49427552535623,-128.3055849782041,-128.10970552592855,-166.34894206380213,-31.80026207696179,-109.28619131543918,-83.02055637787201,-55.55552554800055,59.55973090516981,-177.03969015670273,26.921435608961833
1518.7038442665114,-14.821270951523127,-589.9160200918853,-644.731368935153,-189.35876132061273,327.5191615145598,-3.395826284510382,-11.951129170721844,-103.59779966030413,195.4361645578897,-314.6061111563621,27.84512572857148,-4.729510203097681,338.1722585972707,-113.0294912438896,-125.55277785197916,5.548557467560089,-2.7706230250044896,321.3295612065144,-113.45040496235016
35.83207525001179,-1139.2064390951202,-87.94393381966891,-542.973495148568,24.96300277222122,-231.75472200854313,258.64543143584865,-606.7087546018475,91.38510825837564,-363.3941139339256,152.05373702551495,-294.55921157130933,-107.7950358111046,-42.16893906778505,233.70203720036594,-85.34282897831415,254.04685941802705,14.193488106661283,-68.45828147349329,-276.0088087221297
-1061.8540603201154,-486.64333672030875,-734.0211708190635,504.1880298785872,184.23710492911547,-169.46917587723198,321.6407479302147,-40.8900219228186,146.31037143928242,-445.80794298004815,-350.2818745269263,53.75561616883584,121.3748583409514,-184.3487043287185,-369.9497138832209,62.05755768395344,-108.42516938155329,180.39102298842118,40.45797641139456,153.12441488794872
-1006.3306110206356,-468.4762536575533,-50.46556436293087,-193.65623373119755,-559.2693786900886,64.83686768460433,-139.51338974399295,251.38043848062932,-115.54830775264516,163.54903510819196,176.89969743433048,5.251698362895664,86.11978112847962,-14.04211437969689,237.04508379490585,83.78097414754802,-70.12692359449649,65.31092792805087,157.3618814397932,-72.42178447419177
611.1866270888436,-788.0297634561247,1166.4727658660083,451.2140576026023,321.3892643946937,-284.45491691809457,260.1544413118289,143.10712977675482,53.450899138470874,84.77373694143033,-80.34075003935408,-5.9697222968648855,-173.9531061001082,156.3262060571518,-3.138034012506232,166.6722971319894,146.02433501993508,152.19538631023082,217.72078262402022,-28.609810141990405
311.3555481746752,-521.9767550319018,-43.296414417285874,-919.3541470032724,252.8614375570157,106.03603575724844,-45.61717570330094,-268.0578870542214,376.6851899508172,94.51906500110185,73.00594896847724,-206.35303914623117,-101.48962043204307,20.47388127927705,7.139990668005217,243.3833020019534,11.490791473729333,-24.7631512879349,11.021211377846296,48.135697013198374
