0,1,2,3,4
0.8421974582267184,-0.19628595358512949,0.037393133977910754,-0.13770934704395954,0.09874723255619551
0.9458785229630914,0.17549920575135217,-0.03592525437424548,0.34099338887206193,0.015988485258713155
0.8009478453263358,0.13799260360867363,0.21111541606599873,0.020385605779400726,0.12258052705421349
1.0511769547200183,0.06236891815328445,0.16932536460549968,-0.10118760875264882,-0.07142902826490218
0.9149504014486399,-0.22776694766749195,-0.06804035505028397,0.07359364610243763,0.1178900351698479
0.9811789126186513,-0.2629014604618772,0.032525898746980884,-0.026167201156249424,-0.04774686149705717
0.6572393123426952,-0.08357657040848018,0.05624051876300306,-0.16880388716066924,0.22233227606117079
0.7442527341658097,-0.3126952349380708,-0.01876520151057069,-0.042766059515562574,0.08171209648637068
1.032378848868955,0.2708873638438365,-0.24609813855466525,0.01012200986200295,-0.03258641506483085
0.8488448683805786,0.2802854118624573,0.24054124309834868,0.0003558529056636312,0.14600518057897796
0.79178420546673,-0.1411418601398919,0.1391636747457257,-0.10137498046246221,0.16245402948656523
1.0218204890009617,0.2562673350563579,0.12422185975647441,-0.09890877119249307,-0.1252219745424622
0.8318008914430843,-0.14145304568605138,0.1772964395507813,-0.11215665115309364,-0.21632346057369428
0.8432672372381392,-0.14077038018273957,-0.04846037313606086,-0.034746715540779405,0.13259466851194415
1.0348129361930893,0.014119914602451418,0.17328786496949167,-0.05594276445056411,-0.14874162196313123
0.9704592866661707,-0.26871770776750037,0.02295007958724072,0.15471725681285087,-0.0228372397862017
1.0136060726706888,0.025611966361218503,-0.023719744445206536,0.04996863579044718,0.02654976595500503
1.0650476482345208,0.4035527746254596,0.22634113641113945,-0.196492571758121,-0.2159320873194994
0.9245155453284121,-0.13821344198067556,0.24580008327473085,0.22778495559795706,-0.04649869492818351
0.6855123989933806,-0.20242169156745768,-0.1402055326582845,-0.019154172271224,0.04528564396858516
0.8670414906228051,-0.2857938998443171,-0.3952878869983917,0.0024535948461967124,-0.2859216710986911
0.9869000124567103,0.09225108854130615,0.25191952036611387,-0.06231212963400737,-0.019042258653686063
0.8303604701221102,-0.024752392374693042,0.09411278079852359,-0.04359289773080507,-0.07494927679228781
0.8724155752046726,-0.11409981817993474,-0.06223577953655942,0.10949290514026425,0.12960952680711937
0.9069234299987412,-0.22608924847067843,0.03250646038433451,-0.07382037127890212,0.09046779172252027
0.9614582433615593,0.04779413245772403,0.06098440554177642,0.13677502712790526,-0.10674158987302437
0.9610601176684912,0.06832955524316957,-0.0839516622302088,-0.11057122443055875,0.21404853186415568
