0,1,2,3,4,5,6
-0.30954522717861266,0.2709006830714161,-0.6172678818235815,-0.1789668109008024,-0.13405741662514148,0.30152371669495265,0.11471362369250698
-0.47162901896546433,0.039510276109653596,-0.9898620121831109,-0.23403352194720317,0.09508909442293217,0.22404905924789204,0.37759480002174944
-0.29913937037893185,0.07599197787682546,-0.9203133454058062,-0.0894834054504012,0.001644974256896553,0.15090392990168694,0.5990945872794682
-0.3978209343045305,0.20608247554593367,-1.0557394724925684,-0.2615668774704035,0.07790470315671197,0.37426011334917275,0.4177855550825641
-0.28556146801206184,0.23364351972864927,-0.7070450217940276,-0.22715018306640308,-0.06830635822083989,0.2223286633181393,0.2674350236886759
-0.30803657136007156,0.2502844977211659,-0.737371307683813,-0.3166335885168043,-0.0075700757064947055,0.39506543203341116,0.09039014144221263
-0.1844815281698081,0.11782599278138398,-0.5055525062129618,-0.11013342209280148,-0.0224227558901237,-0.032495241898859606,0.3211761904233743
-0.213532823547356,0.23922297594172254,-0.48525108367529546,-0.18585014978160252,-0.14953295113905163,0.29083426912820487,0.05563759571466231
-0.6003289653317785,0.057926572630554216,-0.8562874720133083,-0.3372836051592045,0.17757736662555967,0.17044707413048776,0.1002831696520809
-0.4158474371619705,0.05687084580834561,-0.999238004426151,-0.06195004992720083,-0.03227663080764962,0.20018090263295663,0.5725135037858936
-0.15809939308660215,0.1365872781134711,-0.699049427340948,-0.1789668109008024,-0.007889488183561999,0.09628892471602384,0.33807677538327874
-0.48246039407293906,0.08332304099792319,-1.067008120425027,-0.22026684418560297,0.03341054510123856,0.4932342080721215,0.38286992980685663
-0.23786473405664704,0.2071972270025072,-0.7535195797414973,-0.23403352194720317,0.06793903387221253,0.4632524021892097,0.39618338831745015
-0.21600856642906438,0.2386213317376645,-0.7229581217688399,-0.24780019970880332,0.11524402172587814,-0.030376879879756125,0.35208708421977386
-0.3366236649472992,0.10883755863401717,-1.0211483434758735,-0.24780019970880332,0.011434966679008951,0.5421821674518423,0.46886092243997435
-0.25616202129177373,0.24090090382340335,-0.8327714574967799,-0.3166335885168043,0.04832710778028093,0.2978865524949508,0.2527896342271166
-0.4146095657211161,0.08389517288479874,-0.8809040917531823,-0.22715018306640308,-0.037962172899447394,0.37236508673218865,0.31620804617696263
-0.5976598050374365,0.06308715747287222,-1.13717721934674,-0.2753335552320037,0.10125375523033087,0.5830417901395462,0.15486020882531398
-0.25767067711031477,0.10120567341089165,-0.9563180968995968,-0.1789668109008024,-0.03184542396360879,0.43853867115863643,0.5737608441975464
-0.1979820635716244,0.29073245138430315,-0.5232436381888179,-0.22026684418560297,0.06375473042263102,0.04070908034025068,0.22709007145287177
-0.2963154761544829,0.08608335855388746,-0.34031646749379285,-0.5644337882256075,0.4047275496919627,0.11119659277402014,-0.29651531477050036
-0.3948036226674485,0.07650508512933853,-0.9852366663881681,-0.17208347202000232,-0.030743450917726622,0.4452924780648819,0.44648857805718045
-0.31407119463423616,0.08858702071698508,-0.7186081371680273,-0.18585014978160252,0.04371159748665862,0.3263137051167973,0.4135782697549699
-0.37136143225627116,0.2406619558208457,-0.7118122153246351,-0.21338350530480288,-0.02936997726633725,0.16446080651318318,0.17849905083339526
-0.22738151029191273,0.17422789804637523,-0.7165525140380015,-0.21338350530480288,-0.03096703965167369,0.21090617098411027,0.3105566827366978
-0.3876084949174832,0.08232633881007709,-0.9437154947323213,-0.2546835385896034,0.06942430189057539,0.39488709357326535,0.3800321457644147
-0.45990792375987594,0.21395615823672692,-0.7932684801827236,-0.16520013313920223,-0.08713572374395662,0.1576486015661056,0.263309651878582
-0.35546252093779956,0.07413412662694703,-0.6029051347471232,-0.06195004992720083,-0.14886218493721037,0.2402146114536371,0.2841173926723664
-0.34381879269726445,0.08130602676848402,-0.950339485535165,-0.2065001664240028,0.07554105082641407,0.523416992732892,0.5581239217809326
-0.557158198831987,0.03884085534268989,-0.9957766315781564,-0.1927334886624026,0.04580374921144936,0.4152293619848403,0.27680758571447883
-0.11937722707738044,0.12048006599549427,-0.48251727941907335,-0.2065001664240028,0.037211553578339274,0.14673445479409103,0.20050402201436304
-0.39035502217687845,0.05860779832438894,-1.1484070382644016,-0.26845021635120364,0.17741766038702605,0.2510516685242411,0.5963071882792774
-0.24204255016953014,0.08609516348076093,-0.3848406176576593,-0.39923365508640535,0.1964067321486764,0.2653212636709436,-0.15890667608033593
-0.5028852728470342,0.08616578950877424,-1.1144775830462192,-0.11013342209280148,-0.04957281644084337,-0.1804482293653879,0.5031656772839331
-0.581760893718965,0.1121166823727098,-1.2760854156338985,-0.2546835385896034,0.08699198812927633,0.23459151079992058,0.5524429890982765
-0.2913253069085395,0.09031807076959535,-0.6382454471527828,-0.3372836051592045,0.15681555561618585,0.24639792483349518,0.17255537527903483
-0.4182458130786255,0.18806429000715386,-0.8193233724264516,-0.22715018306640308,0.0562645078354031,0.09643565720702715,0.2843968097974462
-0.28262152334003304,0.0691149973738783,-0.7914545167665904,-0.5093670771792068,0.3129284037828237,0.2059013669435113,0.04188685598735439
-0.30509662668804277,0.060887370410130266,-0.6873226199994862,-0.23403352194720317,0.020027162312119096,0.30390425467984394,0.07296592205211072
-0.28892693099188443,0.13034145413176446,-0.9796789510210784,-0.26845021635120364,0.1119381025882317,0.2673792096881633,0.593412497170718
-0.4178976617358852,0.18346688158994562,-0.9552342600922988,-0.24780019970880332,0.06573508778044823,0.3609409888875398,0.39052621529070397
-0.5523614469986768,0.04097591884085405,-1.0270852461938447,-0.22026684418560297,0.058963543266621676,0.39787212985219,0.29294069646825993
-0.4067955022507239,0.08869021206051118,-0.9419152200240591,-0.18585014978160252,0.006979162623920315,0.40907990444591935,0.46681921597015963
-0.40083824594161266,0.09867534839571919,-1.1100760829815788,-0.30975024963600417,0.11969982578096686,0.5365635970021275,0.34188339863566375
